time_s,ego_x_m,ego_speed_mps,other_x_m,other_speed_mps,gap_m,ttc_s,overlap_active
0.0,0.0,23.61111111111111,-59.6,25.0,55.0,39.59999999999999,False
0.1,2.361111111111111,23.61111111111111,-57.1,25.0,54.861111111111114,39.49999999999999,False
0.2,4.722222222222222,23.61111111111111,-54.6,25.0,54.72222222222222,39.39999999999999,False
0.30000000000000004,7.083333333333334,23.61111111111111,-52.1,25.0,54.583333333333336,39.29999999999999,False
0.4,9.444444444444445,23.61111111111111,-49.6,25.0,54.44444444444444,39.19999999999999,False
0.5,11.805555555555555,23.61111111111111,-47.1,25.0,54.30555555555556,39.09999999999999,False
0.6000000000000001,14.166666666666666,23.61111111111111,-44.6,25.0,54.166666666666664,38.999999999999986,False
0.7000000000000001,16.52777777777778,23.61111111111111,-42.1,25.0,54.02777777777778,38.89999999999999,False
0.8,18.88888888888889,23.61111111111111,-39.6,25.0,53.88888888888889,38.79999999999999,False
0.9,21.25,23.61111111111111,-37.1,25.0,53.75,38.69999999999999,False
1.0,23.61111111111111,23.61111111111111,-34.6,25.0,53.61111111111111,38.59999999999999,False
1.1,25.97222222222222,23.61111111111111,-32.1,25.0,53.47222222222222,38.499999999999986,False
1.2000000000000002,28.333333333333332,23.61111111111111,-29.6,25.0,53.333333333333336,38.39999999999999,False
1.3,30.694444444444443,23.61111111111111,-27.1,25.0,53.19444444444444,38.29999999999999,False
1.4000000000000001,33.05555555555556,23.61111111111111,-24.6,25.0,53.05555555555556,38.19999999999999,False
1.5,35.41666666666667,23.61111111111111,-22.1,25.0,52.91666666666667,38.099999999999994,False
1.6,37.777777777777786,23.61111111111111,-19.6,25.0,52.777777777777786,37.99999999999999,False
1.7000000000000002,40.1388888888889,23.61111111111111,-17.1,25.0,52.6388888888889,37.9,False
1.8,42.500000000000014,23.61111111111111,-14.600000000000001,25.0,52.500000000000014,37.8,False
1.9000000000000001,44.86111111111113,23.61111111111111,-12.100000000000001,25.0,52.36111111111113,37.7,False
2.0,47.22222222222224,23.61111111111111,-9.600000000000001,25.0,52.22222222222224,37.6,False
2.1,49.58333333333336,23.61111111111111,-7.100000000000001,25.0,52.08333333333336,37.50000000000001,False
2.2,51.94444444444447,23.61111111111111,-4.600000000000001,25.0,51.94444444444447,37.400000000000006,False
2.3000000000000003,54.305555555555586,23.61111111111111,-2.1000000000000014,25.0,51.805555555555586,37.30000000000001,False
2.4000000000000004,56.6666666666667,23.61111111111111,0.3999999999999986,25.0,51.6666666666667,37.20000000000001,False
2.5,59.027777777777814,23.61111111111111,2.8999999999999986,25.0,51.527777777777814,37.100000000000016,False
2.6,61.38888888888893,23.61111111111111,5.399999999999999,25.0,51.38888888888893,37.00000000000002,False
2.7,63.75000000000004,23.61111111111111,7.899999999999999,25.0,51.25000000000004,36.90000000000002,False
