time_s,ego_x_m,ego_speed_mps,other_x_m,other_speed_mps,gap_m,ttc_s,overlap_active
0.0,0.0,31.944444444444443,54.6,15.277777777777777,50.0,3.0000000000000004,True
0.1,3.1944444444444446,31.944444444444443,56.12777777777778,15.277777777777777,48.333333333333336,2.9000000000000004,True
0.2,6.388888888888889,31.944444444444443,57.65555555555556,15.277777777777777,46.666666666666664,2.8000000000000003,True
0.30000000000000004,9.583333333333334,31.944444444444443,59.18333333333334,15.277777777777777,45.0,2.7,True
0.4,12.777777777777779,31.944444444444443,60.711111111111116,15.277777777777777,43.333333333333336,2.6000000000000005,True
0.5,15.972222222222223,31.944444444444443,62.238888888888894,15.277777777777777,41.66666666666667,2.5000000000000004,True
0.6000000000000001,19.166666666666668,31.944444444444443,63.741666666666674,14.777777777777777,39.975,2.3286407766990296,True
0.7000000000000001,22.361111111111114,31.944444444444443,65.19444444444446,14.277777777777777,38.23333333333334,2.164150943396227,True
0.8,25.555555555555557,31.944444444444443,66.59722222222223,13.777777777777777,36.44166666666667,2.005963302752294,True
0.9,28.75,31.944444444444443,67.95,13.277777777777777,34.6,1.8535714285714289,True
1.0,31.944444444444443,31.944444444444443,69.25277777777778,12.777777777777777,32.708333333333336,1.706521739130435,True
1.1,35.138888888888886,31.944444444444443,70.50555555555556,12.277777777777777,30.766666666666673,1.5644067796610175,True
1.2000000000000002,38.33333333333333,31.944444444444443,71.70833333333334,11.777777777777777,28.775000000000013,1.4268595041322323,True
1.3,41.52777777777777,31.944444444444443,72.86111111111111,11.277777777777777,26.73333333333334,1.2935483870967748,True
1.4000000000000001,44.722222222222214,31.944444444444443,73.96388888888889,10.777777777777777,24.641666666666673,1.1641732283464572,True
1.5,47.91666666666666,31.944444444444443,75.01666666666667,10.277777777777777,22.500000000000007,1.038461538461539,True
1.6,51.0811111111111,31.34444444444444,76.01944444444445,9.777777777777777,20.338333333333345,0.9430448222565695,True
1.7000000000000002,54.185555555555545,30.74444444444444,76.97222222222223,9.277777777777777,18.18666666666668,0.8472049689441002,True
1.8,57.22999999999999,30.14444444444444,77.875,8.777777777777777,16.04500000000001,0.7509360374414983,True
1.9000000000000001,60.21444444444443,29.544444444444437,78.72777777777777,8.277777777777777,13.913333333333343,0.6542319749216308,True
2.0,63.13888888888888,28.944444444444436,79.53055555555555,7.777777777777777,11.791666666666673,0.5570866141732289,True
2.1,66.00333333333332,28.344444444444434,80.28333333333333,7.277777777777777,9.680000000000016,0.45949367088607695,True
2.2,68.80777777777776,27.744444444444433,80.98611111111111,6.777777777777777,7.578333333333356,0.36144674085850687,True
2.3000000000000003,71.5522222222222,27.14444444444443,81.63888888888889,6.277777777777777,5.486666666666688,0.26293929712460185,True
2.4000000000000004,74.23666666666664,26.54444444444443,82.24166666666666,5.777777777777777,3.4050000000000242,0.16396468699839614,True
2.5,76.86111111111109,25.94444444444443,82.79444444444444,5.277777777777777,1.3333333333333517,0.064516129032259,True
2.6,79.42555555555553,25.344444444444427,83.29722222222222,4.777777777777777,-0.7283333333333157,inf,True
